username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
olgakolgusheva;2014-02-14 09:43;0;0;"In addition to the previous tweet - reading this poem about Berkut in Russian #euromaidan https://www. youtube.com/watch?v=HeKS3e hkb_E …";;;#euromaidan;"434382367499636736";https://twitter.com/olgakolgusheva/status/434382367499636736
OlaMcLees;2014-02-14 09:41;0;0;""Putin believes #euromaidan was created by CIA while CIA is scratching their heads wondering 'How did we not see this coming?" @SaakashviliM";;@SaakashviliM;#euromaidan;"434381907259052032";https://twitter.com/OlaMcLees/status/434381907259052032
OlaMcLees;2014-02-14 09:40;0;0;""I have lots of friends in #Ukraine and feel myself partially Ukrainian" says @SaakashviliM and applauds #Euromaidan";;@SaakashviliM;#Ukraine #Euromaidan;"434381530778333184";https://twitter.com/OlaMcLees/status/434381530778333184
goladygo45;2014-02-14 09:39;0;1;"This is heart-wrenchingly sad on Valentine's Day! http:// youtu.be/Z6tgh7nm2Ek #Euromaidan #Ukraine";;;#Euromaidan #Ukraine;"434381483717820416";https://twitter.com/goladygo45/status/434381483717820416
Muschelschloss;2014-02-14 09:39;5;2;"#ValentinesDay on #Euromaidan #Photo via #Reuters - ( @Telegraph ) http://www. telegraph.co.uk/news/picturega lleries/picturesoftheday/10638027/Pictures-of-the-day-14-February-2014.html?frame=2822187 … pic.twitter.com/qDpOwc0OhC";;@Telegraph;#ValentinesDay #Euromaidan #Photo #Reuters;"434381423235964928";https://twitter.com/Muschelschloss/status/434381423235964928
olgakolgusheva;2014-02-14 09:38;3;3;"Very touching poem about Ukrainain police riot killing people. Written by Tatiana Malahova in Russian #Euromaidan pic.twitter.com/MjoX8ASnK2";;;#Euromaidan;"434381172932505601";https://twitter.com/olgakolgusheva/status/434381172932505601
Freedom4Ukraine;2014-02-14 09:33;0;1;"Dmytro Yarosh announced that Pravy Sector will vacate Hrushevskoho because all of the regime hostages.. http:// fb.me/2UpTOAzb8 #Euromaidan";;;#Euromaidan;"434379957075468288";https://twitter.com/Freedom4Ukraine/status/434379957075468288
DEmmerich;2014-02-14 09:32;6;3;"#Ukraine frees all protesters detained during unrest http://www. bbc.co.uk/news/world-eur ope-26187299 … #euromaidan @muschelschloss @ulvdis : pic.twitter.com/rX3Q9frr8R ”";;@muschelschloss @ulvdis;#Ukraine #euromaidan;"434379579781025793";https://twitter.com/DEmmerich/status/434379579781025793
Muschelschloss;2014-02-14 09:32;0;0;"#Euromaidan (on Facebook) in different languages - #List - #Ukraine http:// tl.gd/n_1s0fq9m";;;#Euromaidan #List #Ukraine;"434379559215976448";https://twitter.com/Muschelschloss/status/434379559215976448
MJoemal19;2014-02-14 09:29;1;0;"@LSUJEFF On Location: The 2013-14 #Euromaidan Movement In Ukraine http://www. talkradionews.com/on-location/20 14/02/14/location-2013-14-euromaidan-movement-ukraine.html#.Uv5STARQTaI.twitter … via @fast_ua UA News";;@LSUJEFF @fast_ua;#Euromaidan #;"434378921715326976";https://twitter.com/MJoemal19/status/434378921715326976
KyivPost;2014-02-14 09:29;36;19;"Valentine's Day wedding bells on Independence Square -PHOTOS http://www. kyivpost.com/multimedia/pho to/euromaidan-protesters-get-married-on-independence-square-on-st-valentines-day-336866.html … #EuroMaidan Photos: @sia_vlasova pic.twitter.com/BEqkm1Sa6F";;@sia_vlasova;#EuroMaidan;"434378831361609728";https://twitter.com/KyivPost/status/434378831361609728
MJoemal19;2014-02-14 09:28;1;0;"@DMashak On Location: The 2013-14 #Euromaidan Movement In Ukraine http://www. talkradionews.com/on-location/20 14/02/14/location-2013-14-euromaidan-movement-ukraine.html#.Uv5SIJAuNcI.twitter … via @fast_ua UA News";;@DMashak @fast_ua;#Euromaidan #;"434378673290878976";https://twitter.com/MJoemal19/status/434378673290878976
MJoemal19;2014-02-14 09:27;1;0;"@k_m_allan @cobol2 On Location: The 2013-14 #Euromaidan Movement In Ukraine http://www. talkradionews.com/on-location/20 14/02/14/location-2013-14-euromaidan-movement-ukraine.html#.Uv5R5V3wjeg.twitter … via @fast_ua UA News";;@k_m_allan @cobol2 @fast_ua;#Euromaidan #;"434378473541341184";https://twitter.com/MJoemal19/status/434378473541341184
Tymchatyn;2014-02-14 09:27;0;0;""Ukraine frees all Protestors" http://www. bbc.co.uk/news/world-eur ope-26187299 … Really doesn't free mean NOT under house arrest? #euromaidan #Ukraine @BBCBreaking";;@BBCBreaking;#euromaidan #Ukraine;"434378451949068288";https://twitter.com/Tymchatyn/status/434378451949068288
