username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
zamzamsyed;2011-10-22 16:16;0;0;"Some video from @OccupySF . First 'Occupy' protest I've seen. Pretty tame. #OccupyWallStreet http:// yfrog.com/mxk7yz";SoMa, San Francisco;@OccupySF;#OccupyWallStreet;"127886080157552640";https://twitter.com/zamzamsyed/status/127886080157552640
jackinessity;2011-10-22 15:34;0;0;"What? Random protest !! Oh dear...";SoMa, San Francisco;;;"127875528014311424";https://twitter.com/jackinessity/status/127875528014311424
ericwagner101;2011-10-21 14:54;0;0;"@jjinsf hah! I also just loved how wonky the protest sign was. And they say #OWS has no ideas.";Downtown, San Francisco;@jjinsf;#OWS;"127502983016624129";https://twitter.com/ericwagner101/status/127502983016624129
94105;2011-10-20 21:33;0;0;"Behind The Protest Signs: The Voices Of Occupy SF http:// bit.ly/osVzVL via http:// outside.in/94105";South Beach, San Francisco;;;"127240952917135360";https://twitter.com/94105/status/127240952917135360
Bordash;2011-10-20 10:11;0;0;"read @Sentletse for better news about: #Gaddafi #Libya #Sirte #Protest";Inner Richmond, San Francisco;@Sentletse;#Gaddafi #Libya #Sirte #Protest;"127069406701432832";https://twitter.com/Bordash/status/127069406701432832
OaktownGrump;2011-10-19 21:50;0;0;"@SupermanHotMale @Vondumptruck : Canadian Customs won't arrest him. Damn! Let Dicky in didn't they?He won't go to Europe. Canadians protest !";Oakland, CA;@SupermanHotMale @Vondumptruck;;"126882837633835008";https://twitter.com/OaktownGrump/status/126882837633835008
FuneralBreeze;2011-10-19 10:33;0;0;"Thats why you wanna have no sex, why you wanna protest , why you wanna fight for your rights .";Alamo Square, San Francisco;;;"126712582559105025";https://twitter.com/FuneralBreeze/status/126712582559105025
yatown_news;2011-10-18 18:08;0;0;"Occupy SF group to protest police tactics-San Francisco Chronicle #SanFrancisco http:// yatown.com/news/San-Franc isco,CA/Occupy-SF-group-to-protest-police-tactics?pb=San+Francisco+Chronicle&lo=San-Francisco%2CCA&sn=The+Occupy+SF+protestors+march+to+the+Federal+Reserve+Building+in+%3Cb%3ESan+Francisco%3C%2Fb%3E%2C+Calif.%2C+on+Monday%2C+Oct.+17%2C+2011.+%2810-18%29+08%3A44+PDT+%3Cb%3ESAN+FRANCISCO%3C%2Fb%3E+--+Occupy+SF+protesters+say+they%26%2339%3Bll+march+from+their+downtown+encampment+to+City+Hall+this+afternoon+to+%3Cb%3E...%3C%2Fb%3E&vi=y&ti=Occupy+SF+group+to+protest+police+tactics&xu=http%3A%2F%2Fwww.sfgate.com%2Fcgi-bin%2Farticle.cgi%3Ff%3D%2Fc%2Fa%2F2011%2F10%2F18%2FBAMU1LJ2JA.DTL%26tsp%3D1&im=http%3A%2F%2Fsfappeal.com%2Fnews%2Fimages%2Fcityhall3.jpg&src=tw …";Civic Center, San Francisco;;#SanFrancisco;"126464678191837185";https://twitter.com/yatown_news/status/126464678191837185
ShortCourtney;2011-10-18 17:45;0;0;"@KaM_MnH over here flipping books in protest #OccupyPeralta";Oakland, CA;@KaM_MnH;#OccupyPeralta;"126458808817025025";https://twitter.com/ShortCourtney/status/126458808817025025
JohnSteen;2011-10-18 13:19;0;0;"PERFECT protest ! 4 @OccupySF too! RT “ @OWSLosAngeles : Occupy LA protest at Bank of America tomorrow http://www. facebook.com/event.php?eid= 162533093839471 … @Occupyla";Oakland, CA;@OccupySF @OWSLosAngeles @Occupyla;;"126391872284393472";https://twitter.com/JohnSteen/status/126391872284393472
